Age,CO2,Temperature,CH4,Year,Population(bn)
-54.0,377.485,0.64,1777.05,2004.0,6.4965
-54.0,377.27,0.61,1784.2302782703098,2004.0,6.48625
-54.0,377.055,0.5800000000000001,1784.0701641596172,2004.0,6.476
-54.0,376.84000000000003,0.55,1783.9100500489249,2004.0,6.4555
-53.3047973627538,376.625,3.03193413122155,1783.7499359382323,2003.3047973627538,6.4350000000000005
-53.0,376.41,2.428950598416163,1783.5898218275397,2003.0,6.4145
-53.0,376.195,1.8259670656107752,1782.0248663706548,2003.0,6.394
-53.0,375.98,1.2229835328053875,1780.4599109137698,2003.0,6.3776
-53.0,375.55833333333334,0.62,1778.8949554568849,2003.0,6.3612
-53.0,375.13666666666666,0.625,1777.33,2003.0,6.3448
-52.0,374.71500000000003,0.63,1777.873642582687,2002.0,6.3284
-52.0,374.29333333333335,0.991292503523314,1778.4172851653736,2002.0,6.312
-52.0,373.87166666666667,1.352585007046628,1778.9609277480606,2002.0,6.301875
-52.0,373.45,1.713877510569942,1775.8104638740303,2002.0,6.29175
-52.0,371.6483276009491,2.0751700140932563,1772.66,2002.0,6.281625
-51.5003375017823,369.8466552018982,2.43646251761657,1772.3000000000002,2001.5003375017823,6.2715
-51.02999999999997,368.0449828028473,2.165539300814203,1771.94,2001.03,6.261375
-51.02999999999997,367.999993001987,1.8946160840118358,1771.58,2001.03,6.25125
-51.0,368.82999475149023,1.6236928672094688,1771.22,2001.0,6.241125
-51.0,369.6599965009935,1.3527696504071016,1773.8753669958735,2001.0,6.231
-51.0,370.48999825049674,1.0818464336047344,1776.530733991747,2001.0,6.219285714285714
-51.0,371.32,0.8109232168023675,1776.826613707746,2001.0,6.207571428571429
-51.0,370.515,0.54,1777.1224934237453,2001.0,6.195857142857143
-50.0,369.71,0.49,1777.4183731397443,2000.0,6.184142857142857
-50.0,369.59299999999996,0.44,1777.7142528557436,2000.0,6.172428571428571
-50.0,369.476,0.6489801391631376,1778.0101325717426,2000.0,6.160714285714286
-50.0,369.359,0.857960278326275,1775.6150662858713,2000.0,6.149
-50.0,369.242,1.0669404174894126,1773.22,2000.0,6.1328
-49.6897763615003,369.125,1.27592055665255,1775.70975421651,1999.6897763615002,6.1166
-49.0,369.008,1.0594404174894125,1778.19950843302,1999.0,6.1004
-49.0,368.891,0.842960278326275,1772.33,1999.0,6.0842
-49.0,368.774,0.6264801391631374,1770.6325,1999.0,6.068
-49.0,368.65700000000004,0.41,1768.935,1999.0,6.04775
-49.0,368.54,0.46499999999999997,1767.2375,1999.0,6.0275
-48.0,366.85018414711607,0.52,1765.54,1998.0,6.00725
-48.0,365.16036829423206,0.575,1766.727672941903,1998.0,5.987
-48.0,363.4705524413481,0.63,1767.915345883806,1998.0,5.975428571428571
-48.0,361.78073658846415,0.623463567988803,1769.103018825709,1998.0,5.963857142857143
-48.0,364.31036829423203,0.6169271359776061,1770.2906917676119,1998.0,5.952285714285714
-48.0,366.84,0.610390703966409,1767.1285534140895,1998.0,5.940714285714286
-47.873135502289,366.34666666666664,0.603854271955212,1763.9664150605672,1997.873135502289,5.929142857142857
-47.0,365.8533333333333,0.49,1760.8042767070447,1997.0,5.917571428571429
-47.0,365.36,0.49608764182990134,1757.6421383535223,1997.0,5.906
-47.0,364.8666666666667,0.5021752836598027,1754.48,1997.0,5.89976923076923
-47.0,364.37333333333333,0.508262925489704,1761.5010691346272,1997.0,5.893538461538461
-47.0,363.88,0.5143505673196053,1760.9622601715962,1997.0,5.887307692307692
-46.5,359.5,0.5204382091495067,1760.4234512085654,1996.5,5.881076923076923
-46.27927212999998,359.6749879681196,0.526525850979408,1759.8846422455345,1996.27927213,5.874846153846153
-46.27927212999998,359.61974719554144,0.5326134928093093,1759.3458332825035,1996.27927213,5.868615384615384
-46.27927212999998,359.64864438559124,0.5387011346392107,1758.8070243194727,1996.27927213,5.862384615384616
-46.0504364470765,361.19432219279565,0.544788776469112,1758.2682153564417,1996.0504364470764,5.8561538461538465
-46.0,362.74,0.4831925176460746,1757.729406393411,1996.0,5.849923076923077
-46.0,362.4871428571429,0.4215962588230373,1757.19059743038,1996.0,5.843692307692308
-46.0,362.2342857142857,0.36,1754.2352987151899,1996.0,5.837461538461539
-46.0,361.9814285714286,0.39249999999999996,1751.28,1996.0,5.831230769230769
-46.0,361.72857142857146,0.425,1753.2548186028275,1996.0,5.825
-45.0,361.47571428571433,0.4575,1755.229637205655,1995.0,5.8086
-45.0,361.22285714285715,0.49,1753.1130914704368,1995.0,5.7922
-45.0,360.97,0.5099468835557968,1750.9965457352184,1995.0,5.7758
-45.0,359.61333333333334,0.5298937671115935,1748.88,1995.0,5.7594
-45.0,358.25666666666666,0.5498406506673903,1748.0287500000002,1995.0,5.743
-44.5,356.9,0.5697875342231871,1747.1775,1994.5,5.733888888888889
-44.40564212000004,357.09203996921576,0.5897344177789839,1746.32625,1994.40564212,5.724777777777778
-44.40564212000004,356.9584375140511,0.6096813013347807,1745.475,1994.40564212,5.7156666666666665
-44.40564212000004,357.3525256572212,0.6296281848905775,1744.62375,1994.40564212,5.706555555555555
-44.40564212000004,357.02395565685794,0.6495750684463742,1743.7725,1994.40564212,5.697444444444445
-44.2217006813378,357.6693037712386,0.669521952002171,1742.9212499999999,1994.2217006813378,5.6883333333333335
-44.0,358.3146518856193,0.5976175616017368,1742.07,1994.0,5.679222222222222
-44.0,358.96,0.5257131712013026,1744.253460114977,1994.0,5.670111111111111
-44.0,357.79815757331,0.4538087808008684,1746.4369202299542,1994.0,5.661
-44.0,356.63631514661995,0.3819043904004342,1748.6203803449314,1994.0,5.650499999999999
-44.0,355.47447271992996,0.31,1747.5164365012013,1994.0,5.64
-43.07999999999993,354.31263029324,0.3057142857142857,1746.4124926574711,1993.08,5.6295
-43.07999999999993,353.58074037458414,0.30142857142857143,1745.3085488137413,1993.08,5.619
-43.0,357.21,0.29714285714285715,1744.2046049700111,1993.0,5.608499999999999
-43.0,356.488,0.29285714285714287,1743.100661126281,1993.0,5.598
-43.0,355.766,0.2885714285714286,1736.53,1993.0,5.5875
-43.0,355.044,0.2842857142857143,1736.4122222222222,1993.0,5.577
-43.0,354.322,0.28,1736.2944444444445,1993.0,5.5686
-42.40000000000009,353.6,0.482976961409043,1736.1766666666667,1992.4,5.5602
-42.3869496530948,353.72820688602377,0.685953922818086,1736.058888888889,1992.3869496530947,5.5518
-42.313517060000095,353.8564137720475,0.6289596824658252,1735.941111111111,1992.31351706,5.5434
-42.313517060000095,353.65076974111884,0.5719654421135645,1735.8233333333333,1992.31351706,5.535
-42.313517060000095,353.65940860907494,0.5149712017613037,1735.7055555555555,1992.31351706,5.5266
-42.313517060000095,353.73035113477164,0.457976961409043,1735.5877777777778,1992.31351706,5.5182
-42.0,354.2922809078173,0.40098272105678223,1735.47,1992.0,5.5098
-42.0,354.854210680863,0.3439884807045215,1740.1392614551003,1992.0,5.5014
-42.0,355.41614045390867,0.28699424035226073,1737.9450812472287,1992.0,5.493
-42.0,355.97807022695434,0.23,1735.7509010393574,1992.0,5.480571428571428
-42.0,356.54,0.255,1733.5567208314858,1992.0,5.468142857142857
-41.134816709999996,352.5020802552528,0.28,1731.3625406236144,1991.13481671,5.4557142857142855
-41.134816709999996,352.3305365842145,0.305,1729.1683604157429,1991.13481671,5.4432857142857145
-41.0,355.7,0.33,1726.9741802078715,1991.0,5.430857142857143
-41.0,355.0550409281134,0.355,1724.78,1991.0,5.418428571428572
-41.0,354.4100818562268,0.38,1727.055279796817,1991.0,5.406
-41.0,353.7651227843402,0.405,1729.3305595936345,1991.0,5.393142857142857
-41.0,353.12016371245363,0.43,1726.3504476749076,1991.0,5.380285714285714
-40.5462047729163,352.47520464056703,0.647005062780551,1723.3703357561808,1990.5462047729163,5.367428571428571
-40.53655942,351.8302455686804,0.5485025313902755,1720.3902238374537,1990.53655942,5.354571428571428
-40.0,352.3541964549443,0.45,1717.410111918727,1990.0,5.341714285714286
-40.0,352.87814734120826,0.44,1714.43,1990.0,5.328857142857142
-40.0,353.40209822747215,0.43,1715.915333815429,1990.0,5.316
-40.0,353.9260491137361,0.42000000000000004,1717.400667630858,1990.0,5.308333333333334
-40.0,354.45,0.41000000000000003,1716.22364379647,1990.0,5.300666666666666
-39.97139973000003,350.569459131815,0.4,1715.046619962082,1989.97139973,5.293
-39.97139973000003,350.7181907449942,0.39,1713.8695961276942,1989.97139973,5.285333333333333
-39.97139973000003,351.13830684610946,0.38,1712.6925722933063,1989.97139973,5.277666666666667
-39.799999999999955,349.7,0.37,1711.5155484589184,1989.8,5.27
-39.407967809999946,349.7959810737173,0.36000000000000004,1710.3385246245305,1989.40796781,5.262333333333333
-39.407967809999946,350.04560223019763,0.35000000000000003,1709.1615007901426,1989.40796781,5.254666666666667
-39.407967809999946,349.58381092885685,0.34,1707.9844769557546,1989.40796781,5.247
-39.407967809999946,349.7756872053048,0.33,1706.8074531213667,1989.40796781,5.239333333333334
-39.0,350.6317654039786,0.32000000000000006,1705.6304292869788,1989.0,5.2316666666666665
-39.0,351.4878436026524,0.31000000000000005,1705.0802146434894,1989.0,5.224
-39.0,352.3439218013262,0.30000000000000004,1704.53,1989.0,5.213777777777778
-39.0,353.2,0.29000000000000004,1702.922857142857,1989.0,5.203555555555556
-39.0,351.11154775063466,0.28,1701.3157142857142,1989.0,5.193333333333333
-38.966334940000024,349.0230955012693,0.34820768268237967,1699.7085714285713,1988.96633494,5.183111111111111
-38.966334940000024,349.53373379799166,0.4164153653647593,1698.1014285714286,1988.96633494,5.172888888888889
-38.6994874139179,348.5655697046616,0.484623048047139,1696.4942857142858,1988.699487413918,5.1626666666666665
-38.06951193000009,347.59740561133145,0.46846728603535426,1694.8871428571429,1988.06951193,5.152444444444444
-38.0,348.41592448906516,0.4523115240235695,1693.28,1988.0,5.142222222222222
-38.0,349.23444336679887,0.43615576201178474,1693.5003084236619,1988.0,5.132
-38.0,350.0529622445326,0.42,1693.7206168473235,1988.0,5.1137999999999995
-38.0,350.8714811222663,0.4075,1693.9409252709854,1988.0,5.0956
-38.0,351.69,0.395,1691.9026969949186,1988.0,5.0774
-37.20859160000009,345.44120600376243,0.3825,1689.864468718852,1987.2085916,5.059200000000001
-37.0,347.37560300188125,0.37,1687.8262404427853,1987.0,5.041
-37.0,349.31,0.3575,1685.7880121667188,1987.0,5.034933333333334
-37.0,348.2985749746141,0.345,1683.749783890652,1987.0,5.028866666666667
-37.0,347.2871499492282,0.3325,1682.7,1987.0,5.0228
-37.0,346.27572492384223,0.32,1681.154572750075,1987.0,5.016733333333334
-36.846818911762,345.26429989845633,0.657689173679055,1679.60914550015,1986.846818911762,5.010666666666667
-36.616016200000104,344.2528748730704,0.6178992487991409,1678.0637182502248,1986.6160162,5.0046
-36.616016200000104,344.5065200746217,0.5781093239192268,1676.5182910002998,1986.6160162,4.9985333333333335
-36.616016200000104,344.97480308074086,0.5383193990393127,1674.9728637503747,1986.6160162,4.992466666666667
-36.616016200000104,345.1368764254465,0.49852947415939863,1673.4274365004496,1986.6160162,4.986400000000001
-36.14322833999995,344.2843518816444,0.45873954927948457,1671.8820092505246,1986.14322834,4.980333333333333
-36.14322833999995,343.663001641546,0.41894962439957045,1670.3365820005995,1986.14322834,4.974266666666667
-36.0,344.97866776103064,0.37915969951965633,1668.7911547506744,1986.0,4.9682
-36.0,346.29433388051535,0.33936977463974227,1670.09,1986.0,4.962133333333334
-36.0,347.61,0.2995798497598282,1668.2614285714285,1986.0,4.956066666666667
-36.0,346.0349034744127,0.2597899248799141,1666.432857142857,1986.0,4.95
-36.0,344.45980694882536,0.22,1664.6042857142857,1986.0,4.935333333333333
-35.76218001999996,342.88471042323806,0.21375,1662.7757142857142,1985.76218002,4.9206666666666665
-35.76218001999996,342.80315875214,0.20750000000000002,1660.9471428571428,1985.76218002,4.906000000000001
-35.76218001999996,343.6443869753662,0.20125,1659.1185714285714,1985.76218002,4.891333333333334
-35.0,344.5462579835775,0.195,1657.29,1985.0,4.876666666666667
-35.0,345.44812899178874,0.18875,1656.8301641617961,1985.0,4.862
-35.0,346.35,0.1825,1656.3703283235923,1985.0,4.852444444444444
-35.0,345.15582868067725,0.17625000000000002,1655.9104924853884,1985.0,4.842888888888889
-35.0,343.96165736135447,0.17,1654.3592885856726,1985.0,4.833333333333333
-34.9882205646581,342.7674860420317,0.25972564764127,1652.8080846859568,1984.9882205646581,4.823777777777778
-34.916752950000046,341.5733147227089,0.24315043176084666,1651.256880786241,1984.91675295,4.814222222222222
-34.916752950000046,342.53063808970336,0.22657521588042331,1649.705676886525,1984.91675295,4.804666666666667
-34.0,343.70031904485165,0.21,1648.1544729868092,1984.0,4.795111111111111
-34.0,344.87,0.18606843908207865,1646.6032690870934,1984.0,4.785555555555556
-34.0,343.64666666666665,0.1621368781641573,1645.0520651873776,1984.0,4.776
-34.0,342.42333333333335,0.13820531724623597,1643.5008612876618,1984.0,4.769
-33.700000000000045,341.2,0.11427375632831464,1642.5941347367582,1983.7,4.762
-33.1237136333624,341.31098635484,0.0903421954103933,1641.6874081858546,1983.1237136333625,4.755
-33.07684986999993,341.42197270968006,0.12279942098409413,1640.780681634951,1983.07684987,4.748
-33.07684986999993,341.16119788310215,0.15525664655779498,1639.8739550840473,1983.07684987,4.741
-33.07684986999993,341.15135254539393,0.18771387213149582,1638.9672285331437,1983.07684987,4.734
-33.07684986999993,341.5826638382337,0.22017109770519666,1638.06050198224,1983.07684987,4.727
-33.02591865999989,339.5152084091837,0.2526283232788975,1637.1537754313367,1983.02591866,4.72
-33.02591865999989,339.4057686335115,0.2850855488525983,1636.247048880433,1983.02591866,4.713
-33.0,343.15,0.31754277442629913,1635.3403223295295,1983.0,4.706
-33.0,342.91142857142853,0.35,1634.4335957786259,1983.0,4.699
-33.0,342.67285714285714,0.305,1633.5268692277223,1983.0,4.692
-33.0,342.4342857142857,0.26,1632.6201426768187,1983.0,4.671
-32.0,342.1957142857143,0.215,1618.7305322214304,1982.0,4.65
-32.0,341.95714285714286,0.17,1616.4334032448974,1982.0,4.629
-32.0,341.71857142857147,0.21815730305609302,1614.136274268364,1982.0,4.608
-32.0,341.48,0.266314606112186,1611.839145291831,1982.0,4.58725
-31.253319341178,340.8,0.314471909168279,1609.5420163152978,1981.253319341178,4.5665
-31.0,340.12,0.32085393187620925,1607.2448873387648,1981.0,4.54575
-31.0,339.92571428571426,0.3272359545841395,1604.9477583622315,1981.0,4.525
-31.0,339.7314285714286,0.33361797729206977,1602.6506293856985,1981.0,4.498
-31.0,339.53714285714284,0.34,1598.223160373893,1981.0,4.471
-30.0,339.34285714285716,0.32,1593.7956913620874,1980.0,4.444
-30.0,339.1485714285714,0.3,1589.368222350282,1980.0,4.435333333333333
-30.0,338.95428571428573,0.11756524571702867,1584.9407533384765,1980.0,4.426666666666667
-30.0,338.76,-0.06486950856594265,1582.5932650471818,1980.0,4.418
-29.377058873955,336.61576860671187,-0.247304262848914,1580.245776755887,1979.377058873955,4.4093333333333335
-29.14258988000006,334.4715372134238,-0.1354781971366855,1577.898288464592,1979.14258988,4.400666666666666
-29.14258988000006,335.2255738516231,-0.02365213142445699,1575.5508001732974,1979.14258988,4.3919999999999995
-29.0,336.84,0.08817393428777148,1573.2033118820027,1979.0,4.383333333333333
-29.0,336.554,0.2,1570.8558235907078,1979.0,4.374666666666666
-29.0,336.268,0.17,1568.508335299413,1979.0,4.366
-29.0,335.982,0.14,1566.1608470081183,1979.0,4.3508
-28.0,335.696,0.11,1559.7375339562632,1978.0,4.3355999999999995
-28.0,335.41,0.0913431619068987,1553.3142209044079,1978.0,4.3204
-28.0,335.1857142857143,0.0726863238137974,1546.8909078525528,1978.0,4.3052
-28.0,334.9614285714286,0.0540294857206961,1542.0884196624102,1978.0,4.29
-27.4949533800902,334.7371428571429,0.0353726476275948,1537.2859314722677,1977.4949533800902,4.2715
-27.0,334.5128571428571,0.22,1532.4834432821253,1977.0,4.253
-27.0,334.2885714285714,0.18625,1527.6809550919827,1977.0,4.234500000000001
-27.0,334.0642857142857,0.1525,1525.3597059482172,1977.0,4.216
-27.0,333.84,0.11875,1523.0384568044515,1977.0,4.19775
-26.796750369999927,335.54695345792317,0.08499999999999999,1520.7172076606857,1976.79675037,4.1795
-26.67036968000002,332.3689555204767,0.05124999999999999,1518.3959585169202,1976.67036968,4.16125
-26.0,332.1994777602383,0.017499999999999988,1516.0747093731547,1976.0,4.143
-26.0,332.03,-0.016250000000000014,1513.753460229389,1976.0,4.1306666666666665
-26.0,332.1139215814794,-0.05,1511.4322110856233,1976.0,4.118333333333333
-26.0,332.19784316295886,-0.281073459580718,1509.1109619418578,1976.0,4.106
-25.6070239705273,332.28176474443836,-0.512146919161436,1504.7684626693772,1975.6070239705273,4.093666666666667
-25.570921230000067,332.3656863259178,-0.4057175353291488,1500.4259633968968,1975.57092123,4.081333333333333
-25.0,331.9537908839452,-0.29928815149686155,1496.0834641244164,1975.0,4.069
-25.0,331.5418954419726,-0.19285876766457433,1491.7409648519358,1975.0,4.0568333333333335
-25.0,331.13,-0.08642938383228715,1489.512385660581,1975.0,4.044666666666666
-25.0,331.3399028340524,0.02,1487.2838064692262,1975.0,4.0325
-24.133413320000045,331.54980566810485,-0.015000000000000003,1485.0552272778714,1974.13341332,4.020333333333333
-24.0,331.0965371120699,-0.05,1482.8266480865166,1974.0,4.008166666666667
-24.0,330.64326855603497,-0.12987871565729175,1480.5980688951618,1974.0,3.996
-24.0,330.19,-0.20975743131458352,1478.369489703807,1974.0,3.9808
-24.0,330.025,-0.28963614697187523,1476.1409105124521,1974.0,3.9656
-23.713291718757,329.86,-0.369514862629167,1469.500806364786,1973.713291718757,3.9504
-23.0,329.695,-0.17634324175277802,1462.86070221712,1973.0,3.9352
-23.0,329.53,0.01682837912361096,1461.352849519709,1973.0,3.92
-23.0,329.365,0.21,1459.8449968222983,1973.0,3.9125
-23.0,329.2,0.17666666666666667,1458.3371441248873,1973.0,3.905
-23.0,326.4,0.1433333333333333,1456.8292914274766,1973.0,3.8975
-23.0,329.68,0.10999999999999999,1455.3214387300657,1973.0,3.89
-22.088334380000106,328.41588801232757,0.07666666666666666,1453.813586032655,1972.08833438,3.8825000000000003
-22.041017810000085,330.3504422217994,0.043333333333333335,1452.305733335244,1972.04101781,3.875
-22.0,329.3869614811996,0.01,1450.7978806378333,1972.0,3.8675
-22.0,328.4234807405998,-0.034375725939191,1449.2900279404223,1972.0,3.8600000000000003
-22.0,327.46,-0.078751451878382,1446.6944457598613,1972.0,3.8525
-22.0,327.17499999999995,-0.123127177817573,1444.0988635793005,1972.0,3.845
-21.8137776608167,326.89,-0.167502903756764,1441.5032813987395,1971.8137776608166,3.82625
-21.0,326.605,-0.05,1438.9076992181788,1971.0,3.8075
-21.0,326.32,-0.042,1436.3121170376178,1971.0,3.7887500000000003
-21.0,326.3164419148392,-0.034,1433.716534857057,1971.0,3.77
-21.0,326.3128838296783,-0.026000000000000002,1431.120952676496,1971.0,3.7625
-20.872681979999925,326.3093257445175,-0.018000000000000002,1429.1189086279094,1970.87268198,3.755
-20.65630200999999,326.6491948420144,-0.010000000000000002,1427.1168645793227,1970.65630201,3.7475
-20.637150239999983,324.90492011289086,-0.0020000000000000018,1425.1148205307359,1970.63715024,3.7399999999999998
-20.637150239999983,325.0382094229711,0.005999999999999998,1423.1127764821492,1970.63715024,3.7325
-20.637150239999983,324.8810194360893,0.013999999999999999,1421.1107324335626,1970.63715024,3.725
-20.637150239999983,324.7998256800508,0.022000000000000006,1419.108688384976,1970.63715024,3.7175
-20.22168347999991,324.5570616692709,0.03,1417.1066443363893,1970.22168348,3.71
-20.0,325.68,0.03799999999999999,1415.1046002878024,1970.0,3.7024999999999997
-20.0,325.38666666666666,0.046,1413.1025562392158,1970.0,3.695
-20.0,325.09333333333336,0.054000000000000006,1411.1005121906292,1970.0,3.6867777777777775
-20.0,324.8,0.062,1407.9921157559675,1970.0,3.6785555555555556
-20.0,324.4915568233872,0.07,1404.8837193213058,1970.0,3.6703333333333332
-19.9085027952909,324.18311364677436,0.199752883915664,1401.775322886644,1969.9085027952908,3.662111111111111
-19.423218019999922,323.87467047016156,0.15650192261044268,1398.6669264519826,1969.42321802,3.653888888888889
-19.42203954999991,325.5374446835465,0.11325096130522135,1395.558530017321,1969.42203955,3.6456666666666666
-19.0,325.3080835126599,0.07,1392.4501335826592,1969.0,3.6374444444444443
-19.0,325.07872234177324,0.05555555555555556,1389.3417371479975,1969.0,3.6292222222222223
-19.0,324.8493611708866,0.04111111111111111,1387.376040964162,1969.0,3.621
-19.0,324.62,0.026666666666666672,1385.4103447803263,1969.0,3.6086666666666667
-18.98437082999999,325.07717594979096,0.012222222222222225,1383.4446485964909,1968.98437083,3.5963333333333334
-18.813869489999888,324.08551736938495,-0.0022222222222222227,1381.4789524126552,1968.81386949,3.584
-18.53874855999993,320.38065078205506,-0.016666666666666663,1379.5132562288197,1968.53874856,3.5716666666666668
-18.0,323.05,-0.031111111111111117,1377.547560044984,1968.0,3.5593333333333335
-18.0,323.02,-0.04555555555555556,1375.5818638611486,1968.0,3.547
-18.0,322.99,-0.06,1373.616167677313,1968.0,3.5326
-18.0,322.96,0.40578683635600404,1371.6504714934774,1968.0,3.5182
-17.9974880833109,322.93,0.871573672712008,1368.7539855470668,1967.9974880833108,3.5038
-17.0,322.9,0.6561802545340061,1365.8574996006564,1967.0,3.4894000000000003
-17.0,322.53999999999996,0.440786836356004,1362.9610136542458,1967.0,3.475
-17.0,322.18,0.22539341817800196,1360.0645277078352,1967.0,3.4651428571428573
-17.0,321.6174517872628,0.01,1357.1680417614248,1967.0,3.4552857142857145
-17.0,321.05490357452555,0.425160850529275,1354.2715558150142,1967.0,3.4454285714285717
-16.78904407999994,320.4923553617883,0.84032170105855,1351.8653463197224,1966.78904408,3.4355714285714285
-16.54523532999997,322.1747797142201,1.255482551587825,1349.4591368244307,1966.54523533,3.4257142857142857
-16.0807544485546,322.0138237713761,1.6706434021171,1347.0529273291393,1966.0807544485547,3.415857142857143
-16.0,321.85286782853206,1.1037622680780665,1344.6467178338476,1966.0,3.406
-16.0,321.69191188568806,0.5368811340390334,1342.2405083385559,1966.0,3.3973750000000003
-16.0,321.530955942844,-0.03,1340.3771374757473,1966.0,3.38875
-16.0,321.37,-0.03571428571428571,1338.5137666129388,1966.0,3.380125
